Engine Category ,Brand,Type Model,Engine Capacity,Transmission,FUEL,Seater,Door,CKD/CBU,Origin Country,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OKT,NOV,DES,TOTAL
CC < 1.500 [G/D],WULING,Cortez  1.5 EX,1.5,CVT,Gasoline,7,5,CKD,Indonesia,2024,103,12,1,4,1,15,0,0,0,0,0,0,136
CC < 1.500 [G/D],WULING,Formo 1.2 BV,1.2,MT,Gasoline,7,5,CKD,Indonesia,2024,0,2,17,2,1,1,0,0,0,0,0,0,23
CC < 1.500 [G/D],WULING,Formo 1.2,1.2,MT,Gasoline,7,5,CKD,Indonesia,2024,6,4,69,10,30,3,0,0,0,0,0,0,122
CC < 1.500 [G/D],WULING,Air EV  Lite,0.0,AT,BEV,4,3,CKD,Indonesia,2024,6,256,87,36,100,92,0,0,0,0,0,0,577
CC < 1.500 [G/D],WULING,Air EV  Standard Range,0.0,AT,BEV,4,3,CKD,Indonesia,2024,0,70,3,1,1,31,0,0,0,0,0,0,106
CC < 1.500 [G/D],WULING,Air EV  Long Range,0.0,AT,BEV,4,3,CKD,Indonesia,2024,0,125,139,9,44,48,0,0,0,0,0,0,365
CC < 1.500 [G/D],WULING,Binguo 333 KM AC,0.0,AT,BEV,5,5,CKD,Indonesia,2024,320,35,1,74,12,26,0,0,0,0,0,0,468
CC < 1.500 [G/D],WULING,Binguo 333 KM DC,0.0,AT,BEV,5,5,CKD,Indonesia,2024,0,205,570,306,10,33,0,0,0,0,0,0,1124
CC < 1.500 [G/D],WULING,Binguo 410 KM DC,0.0,AT,BEV,4,5,CKD,Indonesia,2024,1556,188,246,12,7,14,0,0,0,0,0,0,2023
CC < 1.500 [G/D],WULING,Cloud 460 KM,0.0,AT,BEV,5,5,CKD,Indonesia,2024,0,0,0,597,452,498,0,0,0,0,0,0,1547
CC < 1.500 [G/D],WULING,Alvez  1.5 SE,1.5,MT,Gasoline,5,5,CKD,Indonesia,2024,1,37,33,20,31,8,0,0,0,0,0,0,130
CC < 1.500 [G/D],WULING,Alvez  1.5 CE,1.5,CVT,Gasoline,5,5,CKD,Indonesia,2024,15,21,58,17,21,8,0,0,0,0,0,0,140
CC < 1.500 [G/D],WULING,Alvez  1.5 EX,1.5,CVT,Gasoline,5,5,CKD,Indonesia,2024,59,65,187,32,59,56,0,0,0,0,0,0,458
CC < 1.500 [G/D],WULING,New  Almaz  RS Pro,1.5,CVT,Gasoline,7,5,CKD,Indonesia,2024,9,4,43,0,3,2,0,0,0,0,0,0,61
CC < 1.500 [G/D],WULING,Almaz  1.5SE T CVT,1.5,AT,Gasoline,7,5,CKD,Indonesia,2024,0,0,0,0,0,1,0,0,0,0,0,0,1
CC < 1.500 [G/D],WULING,Almaz  1.5SE T MT,1.5,MT,Gasoline,7,5,CKD,Indonesia,2024,0,8,0,0,0,0,0,0,0,0,0,0,8
CC < 1.500 [G/D],WULING,Almaz  RS 1.5T EX,1.5,AT,Gasoline,7,5,CKD,Indonesia,2024,12,9,61,8,8,5,0,0,0,0,0,0,103
CC < 1.500 [G/D],WULING,Almaz  RS 1.5T Pro,1.5,AT,Gasoline,7,5,CKD,Indonesia,2024,1,1,1,0,3,0,0,0,0,0,0,0,6
CC 1.501 - 3.000 [G]/ 2.500 [D],BMW,X3 sDrive20i G01 CKD AT,1.998,AT,Gasoline,5,4,CKD,Indonesia,2024,4,9,13,5,9,23,0,0,0,0,0,0,63
CC 1.501 - 3.000 [G]/ 2.500 [D],CHERY,TIGGO 8 PRO LUXURY,2.0,AT,Gasoline,7,5,CKD,Indonesia,2024,24,8,4,0,0,2,0,0,0,0,0,0,38
CC 1.501 - 3.000 [G]/ 2.500 [D],CHERY,TIGGO 8 PRO PREMIUM,2.0,AT,Gasoline,7,5,CKD,Indonesia,2024,3,1,0,3,1,1,0,0,0,0,0,0,9
CC 1.501 - 3.000 [G]/ 2.500 [D],HONDA,All New  CR-V  2.0 e:HEV,2.0,CVT,Hybrid,7,5,CBU,Indonesia,2024,339,334,390,245,251,80,0,0,0,0,0,0,1639
CC 1.501 - 3.000 [G]/ 2.500 [D],HYUNDAI - HMID,Santa Fe D2.2 8DCT Prime,2.2,AT,Diesel,7,5,CBU,India,2024,0,0,0,0,1,0,0,0,0,0,0,0,1
CC 1.501 - 3.000 [G]/ 2.500 [D],HYUNDAI - HMID,Santa Fe D2.2 8DCT Signature,2.2,AT,Diesel,7,5,CBU,India,2024,13,8,43,34,30,35,0,0,0,0,0,0,163
CC 1.501 - 3.000 [G]/ 2.500 [D],HYUNDAI - HMID,Santa Fe G2.5 6AT Style,2.5,AT,Gasoline,7,5,CBU,India,2024,1,0,0,0,0,0,0,0,0,0,0,0,1
CC 1.501 - 3.000 [G]/ 2.500 [D],HYUNDAI - HMID,Santa Fe G2.5 6AT Prime,2.5,AT,Gasoline,7,5,CBU,India,2024,18,7,22,12,4,8,0,0,0,0,0,0,71
CC 1.501 - 3.000 [G]/ 2.500 [D],HYUNDAI - HMID,Santa Fe G2.5 6AT Signature,2.5,AT,Gasoline,7,5,CBU,India,2024,11,12,23,11,10,21,0,0,0,0,0,0,88
CC 1.501 - 3.000 [G]/ 2.500 [D],HYUNDAI - HMID,Palisade 2.2 CRDi,2.2,AT,Diesel,7,4,CBU,India,2024,8,0,17,2,0,11,0,0,0,0,0,0,38
CC 1.501 - 3.000 [G]/ 2.500 [D],HYUNDAI - HMID,Palisade 2.2 CRDi Signature,2.2,AT,Diesel,7,4,CBU,India,2024,88,67,324,171,152,76,0,0,0,0,0,0,878
CC 1.501 - 3.000 [G]/ 2.500 [D],HYUNDAI - HMID,Staria Signature 7,2.2,AT,Diesel,7,5,CBU,India,2024,3,3,7,5,1,0,0,0,0,0,0,0,19
CC 1.501 - 3.000 [G]/ 2.500 [D],HYUNDAI - HMID,Staria Signature 9,2.2,AT,Diesel,9,5,CBU,India,2024,3,9,5,4,9,2,0,0,0,0,0,0,32
CC 1.501 - 3.000 [G]/ 2.500 [D],ISUZU,MU-X RBD1,2.499,AT,Diesel,7,5,CBU,Thailand,2024,0,0,0,0,0,70,0,0,0,0,0,0,70
CC 1.501 - 3.000 [G]/ 2.500 [D],KIA,Carnival,2.151,AT,Diesel,11,5,CBU,Korea,2024,0,0,0,10,1,40,0,0,0,0,0,0,51
CC 1.501 - 3.000 [G]/ 2.500 [D],LEXUS,NX 350h,1.998,AT,Gasoline,4,4,CBU,Japan,2024,19,1,1,0,5,7,0,0,0,0,0,0,33
CC 1.501 - 3.000 [G]/ 2.500 [D],LEXUS,UX 250h,1.998,AT,Hybrid,4,4,CBU,Japan,2024,0,0,0,0,0,1,0,0,0,0,0,0,1
CC 1.501 - 3.000 [G]/ 2.500 [D],LEXUS,UX 300e,0.0,AT,BEV,5,4,CBU,Japan,2024,0,0,0,0,0,1,0,0,0,0,0,0,1
CC 1.501 - 3.000 [G]/ 2.500 [D],LEXUS,RX 350h,2.487,AT,Hybrid,4,4,CBU,Japan,2024,1,0,0,0,0,0,0,0,0,0,0,0,1
CC 1.501 - 3.000 [G]/ 2.500 [D],LEXUS,RX 350h Luxury  HEV,0.0,AT,Hybrid,4,4,CBU,Japan,2024,18,68,135,92,123,39,0,0,0,0,0,0,475
CC 1.501 - 3.000 [G]/ 2.500 [D],MAZDA,CX-3 Pro,1.998,AT,Gasoline,5,5,CBU,Japan,2024,0,2,2,2,1,1,0,0,0,0,0,0,8
CC 1.501 - 3.000 [G]/ 2.500 [D],MAZDA,CX-3 Sport,1.998,AT,Gasoline,5,5,CBU,Japan,2024,30,39,165,110,111,114,0,0,0,0,0,0,569
CC 1.501 - 3.000 [G]/ 2.500 [D],MAZDA,CX-5 Elite,2.488,AT,Gasoline,5,5,CBU,Japan,2024,26,34,58,50,35,30,0,0,0,0,0,0,233
CC 1.501 - 3.000 [G]/ 2.500 [D],MAZDA,CX-30 GT,1.998,AT,Gasoline,4,5,CBU,Japan,2024,0,35,28,33,38,34,0,0,0,0,0,0,168
CC 1.501 - 3.000 [G]/ 2.500 [D],MAZDA,New  CX-8 Elite,2.488,AT,Gasoline,6,5,CBU,Malaysia,2024,11,10,2,15,24,8,0,0,0,0,0,0,70
CC 1.501 - 3.000 [G]/ 2.500 [D],MAZDA,New  CX-9,2.488,AT,Gasoline,7,5,CBU,Japan,2024,2,2,3,3,1,4,0,0,0,0,0,0,15
CC 1.501 - 3.000 [G]/ 2.500 [D],MAZDA,Mazda 3 Hatchback,1.998,AT,Gasoline,5,5,CBU,Japan,2024,36,52,89,67,40,33,0,0,0,0,0,0,317
CC 1.501 - 3.000 [G]/ 2.500 [D],MAZDA,Mazda 6 Elite Estate,2.488,AT,Gasoline,5,5,CBU,Japan,2024,0,2,2,1,2,0,0,0,0,0,0,0,7
CC 1.501 - 3.000 [G]/ 2.500 [D],MERCEDES BENZ,AMG A  45 4MATIC (W177)*,2.0,AT,Gasoline,5,4,CBU,Germany,2024,0,0,0,0,0,1,0,0,0,0,0,0,1
